iter	Passed	Remaining
1673	14484	11472
1674	14491	11463
1675	14496	11451
1676	14500	11439
1677	14506	11428
1678	14511	11417
1679	14519	11407
1680	14525	11397
1681	14532	11387
1682	14538	11376
1683	14547	11368
1684	14554	11358
1685	14561	11348
1686	14569	11339
1687	14574	11328
1688	14589	11324
1689	14601	11318
1690	14606	11307
1691	14614	11298
1692	14621	11287
1693	14625	11276
1694	14635	11268
1695	14642	11258
1696	14646	11246
1697	14657	11239
1698	14665	11229
1699	14671	11219
1700	14680	11210
1701	14686	11200
1702	14692	11189
1703	14700	11180
1704	14708	11171
1705	14716	11162
1706	14726	11155
1707	14732	11144
1708	14743	11137
1709	14749	11126
1710	14754	11115
1711	14762	11106
1712	14769	11096
1713	14776	11086
1714	14787	11079
1715	14799	11073
1716	14804	11062
1717	14817	11057
1718	14830	11051
1719	14844	11046
1720	14849	11035
1721	14863	11031
1722	14870	11021
1723	14876	11010
1724	14882	11000
1725	14888	10989
1726	14895	10979
1727	14900	10968
1728	14907	10958
1729	14913	10947
1730	14918	10937
1731	14926	10927
1732	14935	10919
1733	14940	10907
1734	14950	10900
1735	14954	10888
1736	14960	10878
1737	14967	10868
1738	14972	10856
1739	14980	10847
1740	14987	10838
1741	14990	10825
1742	14998	10816
1743	15004	10806
1744	15011	10795
1745	15019	10787
1746	15026	10777
1747	15037	10770
1748	15044	10760
1749	15052	10751
1750	15064	10745
1751	15067	10733
1752	15074	10723
1753	15086	10717
1754	15090	10705
1755	15096	10695
1756	15102	10684
1757	15107	10673
1758	15112	10661
1759	15117	10650
1760	15121	10638
1761	15127	10628
1762	15133	10618
1763	15140	10608
1764	15145	10597
1765	15150	10586
1766	15155	10575
1767	15160	10564
1768	15167	10554
1769	15172	10543
1770	15178	10533
1771	15183	10522
1772	15188	10511
1773	15197	10503
1774	15203	10492
1775	15207	10481
1776	15214	10471
1777	15220	10460
1778	15224	10449
1779	15229	10438
1780	15235	10428
1781	15241	10417
1782	15247	10407
1783	15251	10395
1784	15256	10384
1785	15261	10374
1786	15267	10363
1787	15272	10352
1788	15277	10341
1789	15283	10331
1790	15289	10320
1791	15296	10311
1792	15302	10301
1793	15308	10290
1794	15315	10281
1795	15321	10271
1796	15327	10261
1797	15332	10249
1798	15338	10239
1799	15344	10229
1800	15350	10219
1801	15356	10209
1802	15361	10198
1803	15367	10188
1804	15373	10177
1805	15377	10166
1806	15383	10156
1807	15391	10147
1808	15397	10137
1809	15401	10125
1810	15406	10115
1811	15412	10104
1812	15418	10094
1813	15424	10084
1814	15430	10074
1815	15437	10065
1816	15443	10054
1817	15448	10044
1818	15454	10033
1819	15460	10023
1820	15467	10014
1821	15473	10004
1822	15484	9997
1823	15492	9988
1824	15501	9980
1825	15509	9971
1826	15524	9967
1827	15535	9960
1828	15545	9952
1829	15557	9946
1830	15564	9937
1831	15580	9933
1832	15587	9923
1833	15601	9919
1834	15607	9908
1835	15616	9900
1836	15623	9891
1837	15629	9881
1838	15636	9871
1839	15649	9865
1840	15655	9855
1841	15660	9845
1842	15669	9837
1843	15674	9826
1844	15684	9818
1845	15689	9807
1846	15698	9800
1847	15710	9793
1848	15723	9787
1849	15736	9782
1850	15745	9773
1851	15756	9767
1852	15762	9757
1853	15767	9746
1854	15772	9735
1855	15783	9728
1856	15790	9719
1857	15796	9709
1858	15804	9700
1859	15814	9692
1860	15822	9683
1861	15831	9675
1862	15837	9665
1863	15851	9660
1864	15860	9652
1865	15875	9647
1866	15883	9639
1867	15893	9631
1868	15905	9624
1869	15916	9617
1870	15922	9608
1871	15928	9597
1872	15939	9590
1873	15944	9580
1874	15951	9570
1875	15955	9559
1876	15962	9550
1877	15968	9540
1878	15977	9531
1879	15984	9522
1880	15989	9512
1881	15993	9500
1882	16001	9491
1883	16005	9481
1884	16009	9469
1885	16012	9458
1886	16016	9446
1887	16021	9436
1888	16026	9425
1889	16031	9415
1890	16035	9404
1891	16040	9393
1892	16044	9382
1893	16049	9372
1894	16053	9361
1895	16057	9349
1896	16061	9338
1897	16068	9329
1898	16071	9317
1899	16075	9306
1900	16080	9296
1901	16084	9285
1902	16088	9274
1903	16092	9263
1904	16096	9252
1905	16100	9241
1906	16105	9231
1907	16110	9220
1908	16113	9209
1909	16118	9198
1910	16123	9188
1911	16130	9179
1912	16135	9168
1913	16138	9156
1914	16142	9145
1915	16146	9135
1916	16150	9124
1917	16155	9113
1918	16159	9102
1919	16162	9091
1920	16168	9081
1921	16174	9072
1922	16178	9060
1923	16188	9053
1924	16193	9043
1925	16199	9033
1926	16205	9023
1927	16210	9013
1928	16215	9002
1929	16220	8992
1930	16225	8982
1931	16229	8971
1932	16233	8960
1933	16236	8949
1934	16241	8938
1935	16245	8928
1936	16251	8918
1937	16255	8907
1938	16259	8897
1939	16263	8886
1940	16267	8875
1941	16270	8864
1942	16276	8854
1943	16282	8844
1944	16290	8835
1945	16295	8826
1946	16302	8816
1947	16307	8806
1948	16312	8796
1949	16315	8785
1950	16318	8774
1951	16323	8763
1952	16326	8752
1953	16330	8741
1954	16334	8731
1955	16338	8720
1956	16342	8709
1957	16347	8699
1958	16350	8688
1959	16354	8677
1960	16358	8667
1961	16362	8656
1962	16369	8647
1963	16371	8635
1964	16377	8626
1965	16381	8615
1966	16388	8606
1967	16395	8597
1968	16401	8588
1969	16406	8578
1970	16411	8567
1971	16422	8561
1972	16432	8553
1973	16440	8545
1974	16450	8537
1975	16460	8530
1976	16465	8520
1977	16472	8511
1978	16487	8505
1979	16495	8497
1980	16506	8490
1981	16517	8483
1982	16526	8475
1983	16533	8466
1984	16546	8460
1985	16551	8450
1986	16567	8446
1987	16571	8435
1988	16579	8427
1989	16584	8417
1990	16594	8409
1991	16600	8400
1992	16608	8391
1993	16623	8386
1994	16632	8378
1995	16641	8371
1996	16648	8361
1997	16652	8351
1998	16660	8342
1999	16671	8335
2000	16676	8325
2001	16686	8318
2002	16698	8311
2003	16709	8304
2004	16716	8295
2005	16725	8287
2006	16730	8277
2007	16746	8273
2008	16756	8265
2009	16760	8255
2010	16766	8245
2011	16770	8235
2012	16776	8225
2013	16781	8215
2014	16786	8205
2015	16796	8198
2016	16806	8190
2017	16817	8183
2018	16826	8175
2019	16833	8166
2020	16842	8158
2021	16850	8150
2022	16855	8140
2023	16859	8129
2024	16863	8119
2025	16869	8110
2026	16875	8100
2027	16879	8090
2028	16890	8083
2029	16894	8072
2030	16907	8066
2031	16914	8057
2032	16920	8048
2033	16926	8038
2034	16936	8031
2035	16942	8022
2036	16949	8013
2037	16957	8004
2038	16961	7994
2039	16967	7984
2040	16976	7976
2041	16985	7968
2042	16993	7960
2043	16996	7949
2044	16998	7938
2045	17001	7927
2046	17006	7917
2047	17010	7907
2048	17015	7897
2049	17018	7886
2050	17024	7877
2051	17027	7866
2052	17031	7856
2053	17037	7846
2054	17040	7836
2055	17046	7826
2056	17051	7817
2057	17056	7807
2058	17060	7796
2059	17067	7788
2060	17072	7778
2061	17076	7767
2062	17081	7758
2063	17086	7748
2064	17091	7738
2065	17095	7728
2066	17099	7718
2067	17103	7708
2068	17108	7698
2069	17114	7689
2070	17120	7679
2071	17127	7670
2072	17134	7662
2073	17140	7653
2074	17147	7644
2075	17153	7634
2076	17157	7624
2077	17162	7615
2078	17167	7605
2079	17172	7595
2080	17176	7585
2081	17181	7575
2082	17185	7565
2083	17190	7555
2084	17194	7545
2085	17199	7536
2086	17203	7526
2087	17208	7516
2088	17212	7506
2089	17216	7496
2090	17223	7487
2091	17231	7479
2092	17239	7470
2093	17249	7463
2094	17262	7456
2095	17270	7448
2096	17282	7442
2097	17287	7432
2098	17299	7425
2099	17304	7416
2100	17318	7410
2101	17328	7403
2102	17336	7394
2103	17344	7386
2104	17354	7378
2105	17359	7369
2106	17362	7358
2107	17367	7348
2108	17371	7339
2109	17376	7329
2110	17380	7319
2111	17384	7309
2112	17388	7299
2113	17395	7290
2114	17400	7281
2115	17405	7271
2116	17411	7262
2117	17416	7252
2118	17420	7242
2119	17424	7232
2120	17431	7224
2121	17436	7214
2122	17440	7204
2123	17445	7194
2124	17452	7186
2125	17457	7176
2126	17461	7167
2127	17466	7157
2128	17473	7148
2129	17479	7139
2130	17488	7131
2131	17498	7124
2132	17507	7116
2133	17513	7107
2134	17524	7100
2135	17531	7091
2136	17538	7082
2137	17543	7073
2138	17549	7064
2139	17560	7056
2140	17568	7048
2141	17574	7039
2142	17579	7030
2143	17581	7019
2144	17584	7009
2145	17587	6999
2146	17591	6989
2147	17594	6978
2148	17597	6968
2149	17601	6958
2150	17604	6948
2151	17608	6938
2152	17612	6928
2153	17615	6918
2154	17618	6908
2155	17621	6898
2156	17625	6888
2157	17631	6879
2158	17635	6869
2159	17649	6863
2160	17652	6853
2161	17656	6843
2162	17667	6836
2163	17671	6827
2164	17675	6817
2165	17679	6807
2166	17682	6797
2167	17686	6787
2168	17689	6777
2169	17693	6767
2170	17695	6757
2171	17699	6747
2172	17703	6737
2173	17706	6727
2174	17710	6717
2175	17714	6708
2176	17718	6698
2177	17722	6688
2178	17727	6679
2179	17730	6669
2180	17733	6659
2181	17740	6650
2182	17745	6641
2183	17750	6631
2184	17752	6621
2185	17756	6611
2186	17762	6603
2187	17766	6593
2188	17770	6583
2189	17774	6574
2190	17777	6563
2191	17780	6554
2192	17783	6544
2193	17787	6534
2194	17791	6525
2195	17794	6514
2196	17795	6504
2197	17797	6494
2198	17801	6484
2199	17806	6475
2200	17809	6464
2201	17811	6454
2202	17815	6445
2203	17820	6436
2204	17828	6427
2205	17835	6419
2206	17842	6410
2207	17844	6400
2208	17854	6393
2209	17859	6384
2210	17868	6376
2211	17873	6367
2212	17878	6358
2213	17882	6348
2214	17885	6338
2215	17888	6328
2216	17892	6319
2217	17895	6309
2218	17898	6299
2219	17901	6289
2220	17904	6279
2221	17907	6270
2222	17910	6260
2223	17913	6250
2224	17916	6240
2225	17920	6231
2226	17924	6221
2227	17927	6211
2228	17930	6201
2229	17934	6192
2230	17937	6182
2231	17945	6174
2232	17949	6165
2233	17952	6155
2234	17956	6146
2235	17959	6136
2236	17965	6127
2237	17969	6118
2238	17972	6108
2239	17976	6099
2240	17982	6090
2241	17986	6081
2242	17996	6073
2243	18001	6064
2244	18004	6054
2245	18008	6045
2246	18013	6036
2247	18018	6027
2248	18022	6018
2249	18026	6008
2250	18031	5999
2251	18035	5990
2252	18038	5980
2253	18042	5971
2254	18046	5962
2255	18050	5952
2256	18054	5943
2257	18059	5934
2258	18063	5925
2259	18068	5916
2260	18074	5907
2261	18080	5899
2262	18085	5890
2263	18089	5880
2264	18092	5870
2265	18097	5862
2266	18102	5853
2267	18105	5843
2268	18108	5834
2269	18112	5824
2270	18116	5815
2271	18119	5805
2272	18123	5796
2273	18126	5786
2274	18131	5778
2275	18136	5769
2276	18140	5760
2277	18144	5750
2278	18148	5741
2279	18154	5733
2280	18158	5723
2281	18162	5714
2282	18165	5705
2283	18170	5696
2284	18174	5686
2285	18177	5677
2286	18181	5668
2287	18185	5659
2288	18188	5649
2289	18194	5641
2290	18199	5632
2291	18202	5622
2292	18205	5613
2293	18210	5604
2294	18213	5595
2295	18217	5585
2296	18220	5576
2297	18225	5567
2298	18228	5558
2299	18231	5548
2300	18234	5539
2301	18238	5530
2302	18243	5521
2303	18246	5511
2304	18250	5502
2305	18253	5493
2306	18257	5484
2307	18260	5475
2308	18263	5465
2309	18266	5456
2310	18269	5446
2311	18272	5437
2312	18275	5428
2313	18278	5418
2314	18281	5409
2315	18285	5400
2316	18287	5390
2317	18290	5381
2318	18294	5372
2319	18298	5363
2320	18303	5354
2321	18307	5345
2322	18310	5336
2323	18313	5326
2324	18315	5317
2325	18319	5308
2326	18321	5298
2327	18324	5289
2328	18329	5280
2329	18332	5271
2330	18336	5262
2331	18339	5253
2332	18341	5243
2333	18344	5234
2334	18348	5225
2335	18350	5216
2336	18354	5206
2337	18357	5197
2338	18359	5188
2339	18363	5179
2340	18367	5170
2341	18370	5161
2342	18373	5152
2343	18376	5142
2344	18379	5133
2345	18383	5124
2346	18387	5116
2347	18391	5106
2348	18398	5098
2349	18404	5090
2350	18407	5081
2351	18413	5073
2352	18417	5064
2353	18424	5056
2354	18429	5047
2355	18435	5039
2356	18440	5030
2357	18444	5021
2358	18451	5013
2359	18456	5005
2360	18461	4996
2361	18466	4988
2362	18473	4980
2363	18477	4971
2364	18484	4963
2365	18487	4953
2366	18490	4944
2367	18492	4935
2368	18496	4926
2369	18498	4917
2370	18501	4908
2371	18504	4899
2372	18506	4889
2373	18510	4880
2374	18513	4871
2375	18519	4863
2376	18522	4854
2377	18528	4846
2378	18530	4837
2379	18533	4828
2380	18536	4818
2381	18538	4809
2382	18541	4800
2383	18543	4791
2384	18545	4782
2385	18547	4773
2386	18550	4763
2387	18552	4754
2388	18555	4745
2389	18557	4736
2390	18560	4727
2391	18562	4718
2392	18566	4709
2393	18568	4700
2394	18570	4690
2395	18574	4682
2396	18581	4674
2397	18584	4665
2398	18588	4656
2399	18590	4647
2400	18593	4638
2401	18597	4629
2402	18599	4620
2403	18603	4612
2404	18605	4603
2405	18608	4594
2406	18610	4585
2407	18613	4576
2408	18616	4567
2409	18619	4558
2410	18622	4549
2411	18624	4540
2412	18627	4531
2413	18629	4522
2414	18632	4513
2415	18635	4504
2416	18638	4495
2417	18642	4487
2418	18644	4478
2419	18647	4469
2420	18649	4460
2421	18652	4451
2422	18654	4442
2423	18657	4433
2424	18661	4424
2425	18663	4415
2426	18666	4406
2427	18669	4398
2428	18672	4389
2429	18674	4380
2430	18677	4371
2431	18679	4362
2432	18681	4353
2433	18683	4344
2434	18686	4335
2435	18688	4326
2436	18690	4318
2437	18693	4309
2438	18695	4300
2439	18697	4291
2440	18700	4282
2441	18703	4273
2442	18705	4264
2443	18707	4255
2444	18709	4246
2445	18712	4238
2446	18716	4229
2447	18718	4220
2448	18721	4212
2449	18724	4203
2450	18727	4194
2451	18729	4185
2452	18732	4177
2453	18735	4168
2454	18738	4159
2455	18740	4150
2456	18742	4142
2457	18745	4133
2458	18747	4124
2459	18750	4115
2460	18753	4107
2461	18755	4098
2462	18758	4089
2463	18761	4081
2464	18762	4072
2465	18765	4063
2466	18766	4054
2467	18769	4045
2468	18770	4036
2469	18772	4028
2470	18775	4019
2471	18777	4010
2472	18779	4001
2473	18781	3993
2474	18782	3984
2475	18785	3975
2476	18787	3966
2477	18789	3958
2478	18790	3949
2479	18792	3940
2480	18794	3931
2481	18796	3922
2482	18799	3914
2483	18801	3905
2484	18804	3897
2485	18807	3888
2486	18809	3879
2487	18811	3871
2488	18814	3862
2489	18817	3854
2490	18819	3845
2491	18822	3836
2492	18824	3828
2493	18827	3819
2494	18829	3811
2495	18832	3802
2496	18835	3794
2497	18838	3785
2498	18841	3777
2499	18843	3768
2500	18846	3760
2501	18848	3751
2502	18851	3743
2503	18857	3735
2504	18859	3726
2505	18862	3718
2506	18864	3709
2507	18867	3701
2508	18869	3692
2509	18874	3684
2510	18877	3676
2511	18880	3667
2512	18882	3659
2513	18885	3650
2514	18888	3642
2515	18890	3634
2516	18895	3625
2517	18897	3617
2518	18901	3609
2519	18907	3601
2520	18912	3593
2521	18914	3584
2522	18917	3576
2523	18922	3568
2524	18924	3560
2525	18927	3551
2526	18930	3543
2527	18934	3535
2528	18937	3526
2529	18940	3518
2530	18942	3510
2531	18946	3501
2532	18948	3493
2533	18950	3485
2534	18953	3476
2535	18956	3468
2536	18958	3459
2537	18961	3451
2538	18964	3443
2539	18966	3434
2540	18968	3426
2541	18971	3418
2542	18973	3409
2543	18976	3401
2544	18979	3393
2545	18981	3384
2546	18984	3376
2547	18986	3368
2548	18989	3359
2549	18991	3351
2550	18994	3343
2551	18997	3334
2552	18999	3326
2553	19002	3318
2554	19006	3310
2555	19008	3302
2556	19011	3293
2557	19013	3285
2558	19016	3277
2559	19018	3268
2560	19020	3260
2561	19023	3252
2562	19026	3244
2563	19029	3235
2564	19032	3227
2565	19034	3219
2566	19036	3211
2567	19039	3202
2568	19041	3194
2569	19043	3186
2570	19047	3178
2571	19050	3170
2572	19052	3161
2573	19055	3153
2574	19057	3145
2575	19060	3137
2576	19063	3129
2577	19066	3120
2578	19068	3112
2579	19071	3104
2580	19074	3096
2581	19076	3088
2582	19079	3080
2583	19081	3071
2584	19083	3063
2585	19085	3055
2586	19087	3047
2587	19089	3038
2588	19092	3030
2589	19095	3022
2590	19097	3014
2591	19101	3006
2592	19104	2998
2593	19107	2990
2594	19109	2982
2595	19112	2974
2596	19115	2966
2597	19117	2958
2598	19120	2950
2599	19123	2942
2600	19125	2933
2601	19127	2925
2602	19130	2917
2603	19132	2909
2604	19135	2901
2605	19137	2893
2606	19142	2885
2607	19145	2877
2608	19148	2869
2609	19150	2861
2610	19154	2853
2611	19156	2845
2612	19158	2837
2613	19161	2829
2614	19164	2821
2615	19166	2813
2616	19168	2805
2617	19171	2797
2618	19173	2789
2619	19176	2781
2620	19179	2773
2621	19183	2765
2622	19185	2757
2623	19187	2749
2624	19190	2741
2625	19193	2733
2626	19196	2725
2627	19199	2717
2628	19202	2709
2629	19205	2701
2630	19208	2693
2631	19211	2686
2632	19216	2678
2633	19218	2670
2634	19224	2662
2635	19228	2655
2636	19231	2647
2637	19233	2639
2638	19236	2631
2639	19239	2623
2640	19241	2615
2641	19244	2607
2642	19247	2599
2643	19250	2592
2644	19253	2584
2645	19256	2576
2646	19259	2568
2647	19261	2560
2648	19264	2552
2649	19266	2544
2650	19269	2536
2651	19273	2529
2652	19275	2521
2653	19279	2513
2654	19282	2505
2655	19283	2497
2656	19285	2489
2657	19286	2481
2658	19288	2473
2659	19290	2465
2660	19291	2457
2661	19293	2449
2662	19295	2441
2663	19296	2433
2664	19299	2426
2665	19301	2418
2666	19303	2410
2667	19304	2402
2668	19306	2394
2669	19308	2386
2670	19309	2378
2671	19311	2370
2672	19312	2362
2673	19314	2354
2674	19315	2346
2675	19317	2338
2676	19319	2331
2677	19321	2323
2678	19322	2315
2679	19324	2307
2680	19325	2299
2681	19327	2291
2682	19328	2283
2683	19330	2275
2684	19332	2268
2685	19333	2260
2686	19335	2252
2687	19337	2244
2688	19339	2236
2689	19341	2228
2690	19342	2221
2691	19344	2213
2692	19346	2205
2693	19347	2197
2694	19349	2189
2695	19350	2181
2696	19352	2174
2697	19354	2166
2698	19355	2158
2699	19357	2150
2700	19358	2143
2701	19360	2135
2702	19362	2127
2703	19363	2119
2704	19364	2111
2705	19366	2104
2706	19367	2096
2707	19369	2088
2708	19371	2080
2709	19372	2073
2710	19374	2065
2711	19376	2057
2712	19377	2049
2713	19379	2042
2714	19380	2034
2715	19382	2026
2716	19383	2019
2717	19385	2011
2718	19386	2003
2719	19388	1995
2720	19390	1988
2721	19392	1980
2722	19393	1972
2723	19395	1965
2724	19397	1957
2725	19398	1949
2726	19400	1942
2727	19401	1934
2728	19403	1926
2729	19404	1919
2730	19406	1911
2731	19407	1903
2732	19409	1896
2733	19410	1888
2734	19412	1880
2735	19414	1873
2736	19416	1865
2737	19417	1858
2738	19419	1850
2739	19420	1842
2740	19422	1835
2741	19423	1827
2742	19425	1820
2743	19426	1812
2744	19428	1804
2745	19429	1797
2746	19431	1789
2747	19433	1782
2748	19434	1774
2749	19436	1766
2750	19437	1759
2751	19439	1751
2752	19440	1744
2753	19442	1736
2754	19444	1729
2755	19445	1721
2756	19447	1714
2757	19448	1706
2758	19451	1699
2759	19452	1691
2760	19454	1684
2761	19455	1676
2762	19457	1668
2763	19458	1661
2764	19460	1653
2765	19462	1646
2766	19463	1638
2767	19465	1631
2768	19467	1624
2769	19468	1616
2770	19470	1609
2771	19472	1601
2772	19473	1594
2773	19475	1586
2774	19476	1579
2775	19478	1571
2776	19480	1564
2777	19481	1556
2778	19483	1549
2779	19485	1542
2780	19487	1534
2781	19489	1527
2782	19491	1519
2783	19493	1512
2784	19494	1504
2785	19496	1497
2786	19498	1490
2787	19499	1482
2788	19500	1475
2789	19502	1467
2790	19504	1460
2791	19505	1453
2792	19506	1445
2793	19508	1438
2794	19510	1430
2795	19511	1423
2796	19513	1416
2797	19514	1408
2798	19515	1401
2799	19517	1394
2800	19518	1386
2801	19519	1379
2802	19521	1371
2803	19522	1364
2804	19524	1357
2805	19528	1350
2806	19531	1342
2807	19534	1335
2808	19538	1328
2809	19541	1321
2810	19546	1314
2811	19549	1306
2812	19551	1299
2813	19553	1292
2814	19555	1285
2815	19557	1277
2816	19561	1270
2817	19563	1263
2818	19565	1256
2819	19567	1248
2820	19569	1241
2821	19571	1234
2822	19573	1227
2823	19577	1220
2824	19579	1212
2825	19581	1205
2826	19583	1198
2827	19586	1191
2828	19588	1184
2829	19590	1176
2830	19591	1169
2831	19592	1162
2832	19594	1155
2833	19595	1147
2834	19597	1140
2835	19598	1133
2836	19600	1126
2837	19601	1118
2838	19603	1111
2839	19604	1104
2840	19606	1097
2841	19607	1090
2842	19609	1082
2843	19611	1075
2844	19613	1068
2845	19615	1061
2846	19617	1054
2847	19618	1047
2848	19620	1039
2849	19623	1032
2850	19626	1025
2851	19628	1018
2852	19630	1011
2853	19631	1004
2854	19632	997
2855	19634	989
2856	19636	982
2857	19639	975
2858	19640	968
2859	19642	961
2860	19644	954
2861	19645	947
2862	19647	940
2863	19648	933
2864	19650	925
2865	19651	918
2866	19653	911
2867	19654	904
2868	19655	897
2869	19657	890
2870	19658	883
2871	19660	876
2872	19661	869
2873	19663	862
2874	19665	855
2875	19667	847
2876	19668	840
2877	19670	833
2878	19672	826
2879	19673	819
2880	19675	812
2881	19677	805
2882	19682	798
2883	19683	791
2884	19686	784
2885	19687	777
2886	19688	770
2887	19690	763
2888	19691	756
2889	19693	749
2890	19695	742
2891	19697	735
2892	19698	728
2893	19701	721
2894	19703	714
2895	19705	707
2896	19707	700
2897	19709	693
2898	19710	686
2899	19712	679
2900	19714	672
2901	19716	665
2902	19719	658
2903	19721	651
2904	19723	645
2905	19725	638
2906	19727	631
2907	19730	624
2908	19731	617
2909	19734	610
2910	19736	603
2911	19738	596
2912	19739	589
2913	19741	582
2914	19743	575
2915	19744	568
2916	19746	561
2917	19748	554
2918	19749	548
2919	19751	541
2920	19754	534
2921	19755	527
2922	19757	520
2923	19759	513
2924	19760	506
2925	19762	499
2926	19763	492
2927	19765	486
2928	19767	479
2929	19768	472
2930	19770	465
2931	19771	458
2932	19772	451
2933	19774	444
2934	19775	437
2935	19777	431
2936	19778	424
2937	19780	417
2938	19782	410
2939	19783	403
2940	19785	396
2941	19787	390
2942	19789	383
2943	19791	376
2944	19793	369
2945	19795	362
2946	19797	356
2947	19798	349
2948	19800	342
2949	19801	335
2950	19803	328
2951	19804	322
2952	19805	315
2953	19807	308
2954	19808	301
2955	19810	294
2956	19812	288
2957	19813	281
2958	19815	274
2959	19817	267
2960	19818	261
2961	19820	254
2962	19822	247
2963	19824	240
2964	19825	234
2965	19827	227
2966	19828	220
2967	19830	213
2968	19831	207
2969	19833	200
2970	19835	193
2971	19837	186
2972	19839	180
2973	19841	173
2974	19843	166
2975	19844	160
2976	19845	153
2977	19847	146
2978	19848	139
2979	19849	133
2980	19851	126
2981	19852	119
2982	19854	113
2983	19855	106
2984	19857	99
2985	19858	93
2986	19859	86
2987	19860	79
2988	19862	73
2989	19864	66
2990	19865	59
2991	19866	53
2992	19868	46
2993	19870	39
2994	19871	33
2995	19873	26
2996	19875	19
2997	19876	13
2998	19878	6
2999	19880	0
